crew_name,id_movie
Lee Hae-Jun,[18438]
Lee Hae-young,[342657]
Lee Han,[257331]
Lee Hardcastle,[87436]
Lee Harry,[50719]
Lee Hirsch,"[22707, 84404]"
Lee Ho-jae,[380254]
Lee Hwan-kyung,[158445]
Lee Hyeon-jong,[245597]
Lee Hyeon-seung,"[12650, 81460]"
Lee Il-hyeong,[378348]
Lee Isaac Chung,[57654]
Lee Jae-gyoo,[269340]
Lee Jeong-Beom,"[51608, 265851, 70131]"
Lee Jeong-hyang,[33251]
Lee Joon-ik,"[45035, 45075, 65881, 315439, 255709]"
Lee Ju-hyoung,[241885]
Lee Jung-ho,"[42507, 264273]"
Lee Kang-Sheng,[54326]
Lee Kirk,"[100046, 390777]"
Lee Kraft,[420519]
Lee Kwon,[75100]
Lee Kwong-Yiu,[334930]
Lee Kyoo-Man,[72066]
Lee Kyoung-mi,[52415]
Lee Lik-Chi,"[41343, 41387, 53168, 53163]"
Lee Madden,[144351]
Lee Man-hui,"[146949, 328714]"
Lee Myung-Se,"[25660, 26138]"
Lee Payant,[9929]
Lee Philips,[266314]
Lee Rose,"[125233, 85887, 52805]"
Lee Sang-Il,"[141819, 61888]"
Lee Sang-gi,[24037]
Lee Savage,[189696]
Lee Seok-hoon,[285213]
Lee Seung-Gyu,[31967]
Lee Sholem,"[206145, 41800, 64071, 77645, 98116, 149957, 113523, 31265]"
Lee Stanley,[35569]
Lee Sternthal,[83686]
Lee Su-Jin,[229304]
Lee Tamahori,"[527, 10990, 9433, 2043, 36669, 11679, 1738, 62630, 371647]"
Lee Toland Krieger,"[32868, 84184, 293863, 283489]"
Lee Tso-Nam,[59404]
Lee Unkrich,[10193]
Lee Won-Suk,[314327]
Lee Yong-Seung,[244046]
Lee Yong-joo,[107235]
Lee Yoon-jeong-II,[376847]
Lee Yoon-ki,[19482]
Leehom Wang,[49704]
Leena Yadav,"[21905, 352205]"
Leesong Hee-il,"[33199, 256103]"
Leif Erlsboe,[174748]
Leif Lindblom,"[293491, 39903]"
Leif Tilden,[342472]
Leigh Janiak,[254191]
Leigh Jason,"[43855, 218369, 112618, 158811]"
Leigh Scott,"[39368, 45663, 103433, 25055, 47761, 257450]"
Leigh Whannell,[280092]
Leila Conners,[4832]
Leila Djansi,[255496]
Lemuel Ayers,[43176]
Len Kabasinski,"[67988, 227871, 28188]"
Len Talan,[72984]
Len Wiseman,"[277, 834, 1571, 64635]"
Lena Dunham,[47607]
Lena Hanno Clyne,[383618]
Lena Koppel,[60592]
Leni Riefenstahl,"[39266, 72495, 677, 685, 7983, 78202]"
Leni Sinclair,[148778]
Lenka Hellstedt,[53503]
Lenny Abrahamson,"[21810, 18595, 128248, 171372, 264644]"
Leo Birinsky,[27522]
Leo D. Paur,[39902]
Leo Hurwitz,[44787]
Leo Matsuda,[406785]
Leo McCarey,"[8356, 127973, 3063, 17661, 14675, 43739, 32430, 41059, 43779, 36006, 75880, 111678, 52991, 144326, 41349, 48734, 108256, 281124, 357130]"
Leo Penn,"[68752, 151043]"
Leo Riley,"[284274, 230896]"
Leo White,[53421]
Leon Capetanos,[90079]
Leon Dai,[104194]
Leon Ford,[66942]
Leon Gast,"[10548, 41384, 47912, 253295, 69160]"
Leon Hirszman,[258521]
Leon Ichaso,"[43777, 55479, 39349, 15934, 19505, 260666]"
Leon Joosen,[238302]
Leonard Ho,[44645]
Leonard Kastle,[10237]
Leonard Nimoy,"[157, 168, 104301, 12154, 2348, 39140]"
Leonard Retel Helmrich,[58287]
Leonard Schrader,[95006]
Leonardo Araneo,[136801]
Leonardo Benvenuti,[82114]
Leonardo Defilippis,[110351]
Leonardo Favio,"[36785, 127424]"
Leonardo Pieraccioni,"[38366, 243442]"
Leonardo Ricagni,[58631]
Leone Marucci,[161321]
Leone Pompucci,[145925]
Leonel Vieira,[119374]
Leonid Boyko,[77514]
Leonid Bykov,"[37129, 72614]"
Leonid Gayday,"[20873, 20803, 20878, 20875, 42279, 78132, 42275, 80155, 71051, 31648, 270908, 57776, 92983, 435041]"
Leonid Kvinikhidze,"[65089, 293721, 77060, 63452, 128414]"
Leonid Nechayev,"[20899, 70874]"
Leonid Nosyrev,[79216]
Leonid Popov,[57757]
Leonid Trauberg,[151068]
Leonide Moguy,[101206]
Leontine Sagan,[9653]
Leopold Grün,[2692]
Leopold Jessner,[131366]
Leopold Lindtberg,[101772]
Leos Carax,"[2767, 35717, 63418, 64131, 8938, 103328, 191476]"
Les Blank,"[42124, 99189, 124019, 85633, 85637, 85642, 163366, 85658, 85643, 126423, 266697]"
Les Clark,"[10882, 24678, 19715]"
Les Claypool,[16783]
Les Drew,[243312]
Les Mayfield,"[10510, 9574, 11001, 10406, 13496, 9074, 14396]"
Les Rose,[95093]
Leslee Udwin,[328233]
Lesley Selander,"[108267, 206052, 95410, 129974, 51649, 272663, 90955, 138486, 71243, 217324]"
Lesli Linka Glatter,"[9263, 32144]"
Leslie Arliss,"[41073, 41996]"
Leslie D. Farrell,[133736]
Leslie Fenton,"[90980, 101297, 212926]"
Leslie Goodwins,"[29242, 351365, 224162]"
Leslie Greif,"[118991, 216138]"
Leslie H. Martinson,"[43915, 2661, 172475, 27858, 204800, 32677]"
Leslie Harris,[124088]
Leslie Hope,[150657]
Leslie Howard,"[25016, 16444, 43788]"
Leslie Iwerks,[15302]
Leslie Libman,"[27260, 381737, 417263]"
Leslie Megahey,"[70912, 214641]"
Leslie Norman,"[26865, 121369, 68198, 17720, 234868]"
Leslie Pearce,[52279]
Leslie Small,"[74460, 181330, 74510, 339927, 319971, 326553]"
Leslie Stevens,"[59802, 189723, 251421]"
Leslie Woodhead,[122190]
Leslie Zemeckis,"[91911, 224414]"
Leslye Headland,"[84174, 288036]"
Leste Chen,"[65044, 273197, 57005]"
Leszek Dawid,"[135161, 112531]"
Letia Clouston,[417936]
Letia Miller,[127803]
Leticia Dolera,[331354]
Leticia Jorge,[167935]
Lev Anderson,[82676]
Lev Atamanov,"[72214, 81604]"
Lev Kalman,[247777]
Lev Kuleshov,"[32928, 126644]"
Lev L. Spiro,"[105965, 22371, 288171, 26736]"
Levan Akin,[272634]
Levan Bakhia,"[137145, 329556]"
Levan Gabriadze,"[85317, 277685, 39253, 248747]"
Levan Koguashvili,[110555]
Levent Semerci,[27957]
Levi Peretic,[183910]
Lew Landers,"[32858, 17907, 200390, 264061, 104556, 109913, 65586, 312623, 395476]"
Lew Lehman,[47038]
Lewin Fitzhamon,"[94643, 283521]"
Lewin Webb,[10356]
Lewis Abernathy,[52868]
Lewis Allen,"[18398, 147882, 16373, 47739, 25564, 27212, 285959, 33923, 44001, 27034, 49502, 320853]"
Lewis D. Collins,"[53624, 160793]"
Lewis Farinella,[401427]
Lewis Gilbert,"[691, 698, 18801, 15598, 18683, 18780, 667, 38291, 42997, 44559, 85763, 72882, 33814, 64984, 47312, 106326, 65799]"
Lewis H. Moomaw,[176273]
Lewis Jackson,[27230]
Lewis John Carlino,"[21500, 21887, 92298]"
Lewis Milestone,"[43488, 143, 37305, 61369, 27033, 51802, 38766, 299, 23395, 108055, 42814, 11085, 113916, 40985, 48127, 55238, 27777, 102384, 132654, 158439, 98293, 190269, 237433]"
Lewis R. Foster,"[118446, 50861, 179272, 50855]"
Lewis Seiler,"[43510, 120828, 62186, 108844, 60908, 33393, 64928, 74550, 27966, 45679, 84365, 176867, 99863, 87612]"
Lewis Teague,"[10489, 10303, 33518, 166680, 10552, 39771, 2125, 102059, 150329, 90079, 103210, 71147]"
Lexi Alexander,"[8923, 13056, 75910]"
Leyla Bouzid,[356381]
Leyla Yılmaz,[77241]
Leythum,"[76122, 76535]"
Lezli-An Barrett,[87090]
León Klimovsky,"[29313, 129577]"
Li Han-Hsiang,[107248]
Li Yang,"[11492, 51520]"
Li Yu,"[30112, 63064, 254479]"
Liam Gavin,[409297]
Liam Lynch,"[16156, 2179, 230170, 459295]"
Liam O'Donnell,[271404]
Liam Saury,"[60213, 60290, 60221]"
Lian Lunson,[57406]
Liang Xuan,[271706]
Liang Zhao,[352202]
Libby Spears,[167161]
Lidiya Ishimbaeva,[321130]
Lidya Bobrova,[199283]
Liev Schreiber,[340]
Lieven Debrauwer,[25110]
Ligy J. Pullappally,[137308]
Liisa Helminen,[55502]
Lijo Jose Pellissery,[180048]
Lili Fini Zanuck,[20289]
Lilian Franck,[64632]
Liliana Cavani,"[26648, 10955, 63186]"
Lilly Wachowski,"[9303, 603, 604, 605, 7459, 83542, 76757]"
Lily Baldwin,[362216]
Lim Chan-ik,[71620]
Lim Soon-rye,[296633]
Lin Li-Sheng,[115738]
Lina Chamie,[89271]
Lina Esco,[295698]
Lina Mannheimer,[322434]
Lina Plioplyte,[258358]
Lina Wertmüller,"[23637, 37550, 37916, 65332, 56153, 155597, 142358, 56177, 56134, 61208]"
Linas Phillips,"[39830, 381041]"
Lincoln Ruchti,[15725]
"Linda Atkinson,",[192431]
Linda Bloodworth-Thomason,[174366]
Linda Feferman,[38981]
Linda Goldstein Knowlton,"[103425, 117924]"
Linda Goode Bryant,[40768]
Linda Hassani,[59051]
Linda Hawkins,[103425]
Linda Kandel,[140519]
Linda Lautrec,[63624]
Linda Mendoza,"[24621, 24979]"
Linda Otto,[103198]
Linda Shayne,[85580]
Linda Wendel,[80699]
Linda Yellen,[215016]
Linda-Maria Birbeck,[323428]
Lindsay Anderson,"[14794, 26639, 49815, 18774, 42464, 88264, 158741]"
Lindsay Mackay,[285869]
Lindsay Shonteff,"[29318, 41051]"
Lino Brocka,[108949]
Lino Del Fra,[246457]
Linus Torell,[121754]
Linus Tunström,[336970]
Linus de Paoli,[159039]
Lionel Baier,[12453]
Lionel Bailliu,[42427]
Lionel Barrymore,[174759]
Lionel C. Martin,"[28353, 65257]"
Lionel Chetwynd,"[73091, 74474]"
Lionel Coleman,[38548]
Lionel Delplanque,"[11303, 45939]"
Lionel Jeffries,"[37662, 53780]"
Lionel Rogosin,"[86413, 88051]"
Lionel Steketee,"[66118, 248390]"
Lisa Addario,[376581]
Lisa Arnold,[192160]
Lisa Aschan,"[78646, 329802]"
Lisa Azuelos,"[80271, 256913, 21861, 382595]"
Lisa Barros D'Sa,"[40850, 130593]"
Lisa Cholodenko,"[37636, 13819, 39781, 289314]"
Lisa Gottlieb,[24548]
Lisa Hamil,[280459]
Lisa Immordino Vreeland,"[82639, 333360]"
Lisa J. Klein,[126143]
Lisa James Larsson,[163431]
Lisa Krueger,"[88224, 40562]"
Lisa Langseth,"[193523, 58156]"
Lisa Lax,"[191599, 54746]"
Lisa Leeman,"[81579, 290504]"
Lisa Mulcahy,[337012]
Lisa Munthe,[16201]
Lisa Ohlin,"[82448, 229254]"
Lisa R. Cohen,[98554]
Lisa Robinson,[381008]
Lisa Schaffer,[13683]
Lisa Siwe,"[18815, 347106]"
Lisandra Rivera,[398830]
Lisandro Alonso,"[101006, 36241, 114246, 266031, 94649]"
Lisanne Pajot,[80215]
Lisanne Skyler,[125506]
Lise Birk Pedersen,[84326]
Liu Chia-Liang,"[12207, 11841, 48301, 54182, 32520, 37032, 19156, 26615, 50571, 66018, 22124, 104606, 2648, 64994, 59402, 39751]"
Liu Jian,[437220]
Liv Corfixen,[291868]
Liv Ullmann,"[47595, 48336, 230266, 274990, 57438, 62352]"
Livia Ungur,[378505]
Lixin Fan,[45576]
Liz Friedlander,[12763]
Liz Garbus,"[51707, 121471, 67885, 70845, 121831, 63358, 288130, 318044, 113284, 376523]"
Liz Holzman,[73901]
Liz Marshall,[181454]
Liz Miller,[256328]
Liz Patrick,[422878]
Liz Plonka,"[382474, 456193]"
Liz Tuccillo,[253283]
Liz W. Garcia,[157375]
Liza Johnson,"[82520, 209271, 301348]"
Lizzie Borden,"[36832, 96349]"
Lloyd A. Simandl,[52315]
Lloyd Bacon,"[3062, 26635, 23051, 88288, 43504, 43812, 28432, 25563, 51601, 34006, 80196, 184741, 39459, 132883, 69119, 44890, 57698, 84099, 111100, 106605, 249333, 180427, 130813, 176627, 94831, 31899, 96161, 249969, 94811, 79964, 218213]"
Lloyd Corrigan,[76483]
Lloyd French,[44775]
Lloyd Goldfine,[34003]
Lloyd Handwerker,[319964]
Lloyd Ingraham,[112485]
Lloyd Kaufman,"[26554, 15239, 28165, 28169, 27601, 16233, 27994, 17287, 28173, 61644, 93215, 93212, 41568, 311585, 136585, 207680, 14005]"
Lloyd Kramer,"[30698, 77246, 130358]"
Lloyd Richards,[170934]
Lloyd Staszkiewicz,[248781]
Lluís Quílez,[283686]
Lo Lieh,[41377]
Lo Wei,"[11713, 12481, 18760, 18666, 46111, 18758, 18735, 46124, 18741]"
Lodewijk Crijns,"[61751, 112346]"
Lodge Kerrigan,"[47186, 13468, 1479]"
Logan Kibens,[381073]
Logan McMillan,[22573]
Logan Miller,"[158916, 52323]"
Logan Sekulow,[254258]
Lois Patiño,[215637]
Lois Weber,"[155953, 148357, 151085]"
Lola Doillon,"[57387, 384581]"
Lola Grand,[441043]
Lola Schnabel,[191476]
Lone Scherfig,"[112, 156, 24684, 51828, 270302, 15956, 199934, 340101]"
Longmond Leung Lok-Man,"[315509, 137409]"
Lonny Price,"[140846, 76424, 378195, 103181, 413579]"
Lorena Muñoz,[416680]
Lorene Machado,"[57946, 425841]"
Lorene Scafaria,"[88005, 337154]"
Lorenz Knauer,[82686]
Lorenzo Bianchini,[210079]
Lorenzo Doumani,[121940]
Lorenzo Gabriele,"[330275, 275272]"
Lorenzo Garzella,[226163]
Lorenzo Gicca Palli,[52721]
Lorenzo Mattotti,[16137]
Lorenzo Vigas,[352162]
Lori Petty,[63287]
Lori Silverbush,"[84198, 78307]"
Lorna Cook,[9023]
Lorraine Bracco,[48798]
Lorraine Lévy,[125623]
Lotfy Nathan,[169853]
Lothar Mendes,"[68849, 36519, 172214, 104485]"
Lotje Sodderland,[381071]
Lotte Reiniger,[19354]
Lou Adler,"[11455, 27016]"
Lou Antonio,"[107262, 6103]"
Lou Diamond Phillips,"[21636, 291680]"
Lou Hamou-Lhadj,[421281]
Lou Howe,[261817]
Lou Kachivas,[19386]
Lou Kennedy,[69056]
Lou Lombardo,[242102]
Lou Peterson,[26631]
Lou Place,[134732]
Lou Simon,[220514]
Lou Ye,"[11599, 34561, 17422, 103875, 256106, 191476]"
Louie Psihoyos,"[23128, 300792]"
Louis Aimé Augustin Le Prince,"[159897, 96882, 16464]"
Louis Alvarez,[173300]
Louis C.K.,"[10615, 45523, 30969, 80379, 185574, 253077, 321594, 261581, 409536, 422500, 449674]"
Louis Choquette,[241982]
Louis Clichy,[170522]
Louis D'Esposito,"[119569, 211387]"
Louis Feuillade,"[29082, 56801, 56508, 56511, 56516, 56512, 56515]"
Louis Garrel,[336652]
Louis J. Gasnier,"[37833, 116746, 36821]"
Louis J. Horvitz,[306464]
Louis King,"[33390, 52827, 125873, 38433, 140472, 262536, 134238, 207178]"
Louis Lefebvre,[168235]
Louis Leterrier,"[4108, 10027, 9335, 1724, 18823, 75656, 267193]"
Louis Lumière,"[160, 82120, 774, 127391, 122134, 129865, 127762]"
Louis Malle,"[32636, 41225, 23954, 2593, 25468, 11012, 1786, 2546, 26973, 1093, 11799, 55368, 42501, 114033, 27361, 2574, 1785, 60234, 79179, 55370, 177335, 87235, 112633]"
Louis Morneau,"[10496, 26689, 65460, 16763, 132137, 20381]"
Louis Mouchet,[37621]
Louis Myles,[296834]
Louis Pepe,"[21189, 16429, 30565]"
Louis Saïa,[42832]
Louis Schwartsberg,[48732]
Louis de Funès,[11680]
Louis-Pascal Couvelaire,[10572]
Louise Archambault,[215031]
Louise Hooper,[214170]
Louise Osmond,"[15030, 297393, 58820]"
Louise Palanker,[198342]
Louise Wadley,[320639]
Lourens Blok,"[297239, 223551]"
Lowell Dean,"[262840, 122369]"
Lowell Sherman,"[43595, 31777, 81111, 96482, 172104]"
Loyd Price,[211798]
Lu Chuan,"[16074, 21345, 364324, 355277]"
Lu Yang,[291692]
Lu Zhang,[85709]
Lubomir Levitski,"[169634, 388791]"
Luc Besson,"[101, 175, 9322, 18, 10047, 10656, 19184, 11227, 9992, 35552, 26505, 77878, 112205, 240832, 42949, 339964]"
Luc Bondy,[413648]
Luc Côté,[139434]
Luc Dardenne,"[11489, 35172, 11490, 8899, 36108, 63831, 221902, 340481]"
Luc Dionne,"[16147, 148864]"
Luc Jacquet,"[1667, 5139, 338273]"
Luc Picard,[18380]
Luc Vinciguerra,[51450]
Luca Barbareschi,[236329]
Luca Bercovici,[18498]
Luca Boni,[296367]
Luca Guadagnino,"[41110, 13461, 324807, 398818]"
Luca Lucini,"[58400, 392832]"
Luca Miniero,"[48415, 85038, 247218, 68063]"
Luca Ragazzi,"[58511, 84904]"
Luca Tóth,[398390]
Luca Vecchi,[378570]
Luca Vendruscolo,"[306523, 58522]"
Luca Verdone,[43211]
Lucas Belvaux,"[24259, 44539, 44674, 71732, 35008, 266537]"
Lucas Helth Postma,[321224]
Lucas Jansen,[54732]
Lucas Lowe,[68895]
Lucas Pavetto,[424208]
Lucas Platt,"[278939, 209802]"
Lucas Reiner,[57476]
Lucas Santa Ana,[444935]
Luchino Visconti,"[43445, 5155, 6619, 41876, 1040, 8422, 45267, 43231, 43372, 43195, 3478, 92432, 4286, 56142, 36236, 31332]"
Lucho Bender,[71118]
Lucia Aniello,[397422]
Lucian Alexandrescu,[317723]
Lucian Pintilie,"[81949, 41678, 48336, 35166, 123712, 123690, 123707]"
Luciano Ercoli,"[96477, 195385, 92233, 77029, 91255]"
Luciano Moura,[84195]
Luciano Ricci,[28592]
Luciano Saber,[268823]
Luciano Salce,"[118802, 61911, 221717, 99095, 131830, 37501, 156140, 65628, 116236, 297505, 289679, 270463, 270470, 25606, 37769]"
Luciano Vidigal,[300605]
Lucien Castaing-Taylor,"[50071, 127962]"
Lucien Förstner,[155288]
Lucien Hubbard,[95348]
Lucien Jean-Baptiste,"[15713, 398920]"
Lucile Hadzihalilovic,"[33623, 80990, 330770]"
Lucille Celic,[281987]
Lucio De Caro,[260999]
Lucio Fulci,"[24920, 19204, 28794, 7219, 30875, 30874, 49361, 46768, 63025, 27232, 58061, 40352, 2993, 26503, 39992, 48846, 79506, 107081, 81654, 40141, 30552, 30872, 40461, 47453, 40145, 28848, 27703, 42326, 28847, 48855, 30870]"
Lucio Pellegrini,"[56041, 58518, 138449]"
Lucky McKee,"[10894, 6948, 13200, 65599, 210908, 306964]"
Lucrecia Martel,"[58429, 44413, 8898]"
Lucy Bailey,[50221]
Lucy Hetherington,[409820]
Lucy Mulloy,[140447]
Lucy Walker,"[30068, 4140, 50420, 46689, 159138, 84346, 300179]"
Lucía Puenzo,"[11148, 26864, 188761]"
Ludo Cox,[76059]
Ludovic Houplain,[32389]
Ludwig Berger,[12232]
Luigi Batzella,"[36879, 150025, 74831]"
Luigi Bazzoni,"[82362, 42676, 104244, 126415]"
Luigi Comencini,"[56402, 58757, 68882, 82114, 81871, 74080, 56341, 48955, 57991, 293395, 329868, 104945, 198531, 56978, 57310, 57914, 37991]"
Luigi Cozzi,"[28198, 39916, 44126, 22049, 63026, 30577, 67183, 26452]"
Luigi Falorni,[1114]
Luigi Magni,"[42220, 68882, 82114, 105616, 273868, 231304]"
Luigi Scattini,"[63187, 53623, 92705, 155128]"
Luigi Vanzi,"[88947, 144344]"
Luigi Zampa,"[101231, 58188, 61799, 60046, 82470, 49725, 71776, 3405, 94770, 105509]"
Luis Alcoriza,[186066]
Luis Berdejo,[37534]
Luis Buñuel,"[649, 35206, 36245, 5781, 4593, 4497, 29264, 54979, 626, 5729, 91, 800, 5558, 35031, 43344, 35124, 37628, 36265, 35838, 44655, 43338, 35030, 42502, 38811, 114354, 44804]"
Luis Carlos Hueck,[248424]
Luis Esteban,[65416]
Luis Estrada,"[14430, 317246, 52629, 264525]"
Luis Figueroa,[257604]
Luis García Berlanga,"[4498, 31936, 51317, 107612, 139609, 116312]"
Luis Llosa,"[2636, 9360, 9545, 71072, 65793]"
Luis Lopez,"[253266, 34219]"
Luis Mandoki,"[10449, 10207, 5852, 9039, 44968, 41003, 20941, 191550, 142487]"
Luis Oliveros,[97128]
Luis Ortega,[124198]
Luis Piedrahita,[5595]
Luis Prieto,"[115276, 293768]"
Luis Puenzo,"[29263, 43345, 36907]"
Luis Trenker,[263915]
Luis Valdez,"[16620, 76397]"
Luis de la Madrid,[42968]
Luiso Berdejo,[222030]
Luiz Bolognesi,[173443]
Luiz Fernando Carvalho,[60141]
Luiz Villaça,[32958]
Luk Wyns,[182528]
Lukas Bossuyt,[361183]
Lukas Moodysson,"[742, 12093, 11634, 34614, 110761, 33974, 191294]"
Lukasz Karwowski,[47497]
Luke Dodd,[256283]
Luke Greenfield,"[11090, 10591, 49022, 193893]"
Luke Guidici,[319396]
Luke Korem,[183176]
Luke Massey,[233208]
Luke Matheny,"[319389, 58763]"
Luke Meyer,"[16150, 33002, 324263]"
Luke Moran,[256969]
Luke Ricci,[23532]
Luke Rivett,[176720]
Luke Scott,[377264]
Luke Sparke,[360924]
Luke Wilson,[12183]
Lulu Wang,[296178]
Lung To,[45197]
Luo Dong,[391578]
Lupu Pick,[176321]
Lutz Dammbeck,[77786]
Lutz Gregor,[404518]
Lutz Hachmeister,"[119288, 21073]"
Luv Ranjan,[65521]
Luís Galvão Teles,[373397]
Lydia B. Smith,[217576]
Lydia Tenaglia,[392734]
Lyes Salem,[295314]
Lyman Dayton,"[30071, 66469]"
Lyndale V. Pettus,[13830]
Lyndall Hobbs,"[26477, 47682]"
Lyndon Chubbuck,[79950]
Lynn Hershman Leeson,"[96484, 81540, 55245]"
Lynn Novick,"[208988, 140465]"
Lynn Roth,"[114776, 43740]"
Lynn Shelton,"[23720, 84355, 154282, 244264]"
Lynn Shores,"[38457, 105073]"
Lynn True,[332739]
Lynne Littman,[21259]
Lynne Ramsay,"[29698, 18602, 71859]"
Lynne Southerland,[12242]
Lynne Stopkewich,"[21626, 80294, 379992, 362884, 411081]"
Lyric R. Cabral,[318972]
László Benedek,"[72086, 28696, 104394, 23334, 84114, 40826]"
László Kardos,"[95949, 111625]"
László Nemes,[336050]
Léa Fazer,[430423]
Léa Fehner,[378446]
Léa Mysius,[453354]
Léa Pool,"[17612, 36105, 89750, 25379]"
Léo Lania,[190000]
Lê Thanh Sơn,[55208]
Lírio Ferreira,"[40859, 232739, 126043]"
Lütfi Akad,[197297]
M. Blash,[176079]
M. David Melvin,[244839]
M. Manikandan,[264038]
M. Night Shyamalan,"[32911, 745, 9741, 2675, 6947, 9697, 8645, 10196, 82700, 298312, 114284, 381288]"
M. Raja,[280165]
M. Saravanan,[79354]
M. Sasikumar,[76850]
M.A. Taylor,[407789]
M.A. Thirumugham,[304701]
M.G. MacPherson,[161898]
M.J. Delaney,[226363]
M.R. Shahjahan,[53909]
M.S. Sathyu,[183654]
MJ Dixon,[193040]
MLB Productions,[54677]
Maarit Lalli,[127614]
Maarten Groen,[367108]
Maarten Treurniet,"[76808, 251619]"
Maartje Seyferth,"[162877, 70503, 225760]"
Mabel Cheung,[64015]
Mabel Normand,[53374]
Mabrouk El Mechri,"[13672, 77948]"
Mac Ahlberg,[161827]
Mac Carter,[146243]
Maccio Capatonda,"[320316, 439998]"
Macha Makeïeff,[25353]
Maciej Bochniak,[346443]
Maciej Dejczer,"[155325, 471]"
Maciej Pieprzyca,"[36620, 226437, 424782]"
Maciej Slesicki,[61999]
Maciej Ślesicki,"[135938, 200796]"
Maciej Żak,[176037]
Maciek Szczerbowski,"[35253, 44303]"
Mack Lindon,[300600]
Mack Sennett,"[22943, 53374]"
Mack V. Wright,"[80592, 40743, 84905, 73179]"
Maclain Nelson,"[167733, 385232, 339928]"
Maclain Way,[250700]
Macon Blair,[425591]
Madeleine Olnek,"[105538, 213204]"
Madeleine Sackler,[54812]
Madellaine Paxson,[257117]
Madhur Bhandarkar,"[134215, 20769, 46426, 20623, 19624]"
Madhur Jaffrey,[68546]
Madonna,"[18548, 80591]"
Mads Brügger,"[52249, 84172]"
Mads Matthiesen,"[84344, 83284, 348677]"
Mady Saks,[96497]
Mae Czarina Cruz,"[327225, 252981]"
Magdalena Piekorz,"[36402, 38875]"
Magdalena Segieda,[157674]
Magdalena Łazarkiewicz,[369444]
Maggie Carey,[129139]
Maggie Greenwald,"[62677, 71940, 26189, 60932, 371743]"
Maggie Kiley,"[328448, 241071, 344277]"
Maggie Peren,[160788]
Magnus Gertten,[379998]
Magnus Hedberg,[338767]
Magnus Martens,"[13630, 86987]"
Magnus Oliv,[97562]
Magnus von Horn,[336806]
Mahamat-Saleh Haroun,"[22014, 24171, 57602, 186970]"
Mahesh Bhatt,"[159090, 155308, 54814, 319920]"
Mahesh Kothare,"[192573, 304134, 302472]"
Mahesh Manjrekar,"[208637, 146270, 86279, 114564, 348762, 103212, 83903, 378227]"
Mahesh Nair,[32866]
Mahiro Maeda,[55931]
Mahmut Fazıl Coşkun,[34420]
Mahsun Kırmızıgül,"[51794, 27960]"
Mai Suzuki,[341443]
Mai Tominaga,[45205]
Mai Zetterling,"[204128, 135337, 49782]"
Maiken Baird,[121667]
Mairzee Almas,[312497]
Maite Alberdi,[204506]
Maite Ruiz de Austri,[158009]
Maja Borg,[130993]
Maja Classen,[158959]
Maja Miloš,[95775]
Majid Barzegar,[255575]
Majid Majidi,"[21334, 17078, 43774, 54254, 43767, 47100, 315859]"
Makinov,[127884]
Makis Papadimitratos,"[166733, 347465]"
Makoto Kamiya,"[13648, 133121]"
Makoto Shinkai,"[37910, 12924, 38142, 18143, 79707, 198375, 222715, 372058, 407430, 73799]"
Makoto Tezuka,[47331]
Maksim Korostyshevsky,[112304]
Maksim Pezhemskiy,[62732]
Maksim Sveshnikov,[164372]
Maksim Voronkov,[330878]
Malcolm Clarke,[249724]
Malcolm D. Lee,"[16162, 12277, 14544, 13490, 14655, 4258, 146304, 326423, 417870]"
Malcolm Ingram,[48288]
Malcolm Leo,"[30168, 109264, 102814]"
Malcolm Marmorstein,[95820]
Malcolm McDonald,[232610]
Malcolm Mowbray,"[57565, 120328, 21433, 2166]"
Malcolm St. Clair,"[201695, 51360, 37360, 58732, 240594, 69017, 71098]"
Malcolm Venville,"[29182, 53172]"
Malik Bader,"[18652, 183662, 350839]"
Malik Bendjelloul,[84334]
Malik Vitthal,[253154]
Malika Zouhali-Worrall,"[133823, 332746]"
Malu De Martino,[73976]
Mami Sunada,[252511]
Mamoru Hosoda,"[20455, 14069, 28874, 110420, 315465]"
Mamoru Oshii,"[9323, 10881, 14571, 12140, 15877, 30198, 62301, 43967, 15916, 14572, 14092, 302026, 45554]"
Man Ray,[138752]
Manabu Asô,[55470]
Manabu Oohashi,[33441]
Mandeep Kumar,[85043]
Mandie Fletcher,"[251732, 372411]"
Mandy Stein,[75337]
Maneesh Sharma,"[52696, 82698, 209410, 377985]"
Manfred Becker,[366269]
Manfred Stelzer,"[202183, 279179]"
Manfred Vainokivi,[384111]
Manfred Wong,[53807]
Mani Haghighi,"[114962, 377150, 461088]"
Mani Maserrat Agah,[58390]
Mani Ratnam,"[21210, 43410, 15772, 40998, 147815, 49035, 63825, 37460, 21463, 82124, 223365, 329135, 29971]"
Mani Shankar,[361866]
Mania Akbari,"[275647, 210050]"
Manijeh Hekmat,[292533]
Manish Gupta,"[31983, 85708]"
Manmohan Desai,[38022]
Mannie Davis,"[147870, 237139]"
Mannus Franken,[128284]
Manny Coto,"[54007, 37527, 88067, 29742, 39242]"
Manny Rodriguez,"[102517, 256273, 20720, 14542, 78187, 137144, 27169, 108176, 134680, 429801, 249233]"
Manoel de Oliveira,"[124614, 108548, 107693, 49685, 95536, 36108, 105448, 44411, 117406, 17367, 53413, 131478, 103701, 128368, 198450]"
Manolo Sarmiento,[398830]
Manousos Manousakis,[371818]
Mansoor Khan,"[131940, 33202]"
